"OCL13",""
"Buggy Rule","Rule","Mountford","Original Ranking","Inheritance Ranking","CC","CC Static Ranking","RC","RC Static Ranking","RCR","RCR Static Ranking","Kulcynski2","Original Ranking","Inheritance Ranking","CC","CC Static Ranking","RC","RC Static Ranking","RCR","RCR Static Ranking","Zoltar","Original Ranking","Inheritance Ranking","CC","CC Static Ranking","RC","RC Static Ranking","RCR","RCR Static Ranking","Ochiai","Original Ranking","Inheritance Ranking","CC","CC Static Ranking","RC","RC Static Ranking","RCR","RCR Static Ranking"
"0","WeakReferences","0.11764705882352941","3","3","0.7142857142857143","3","0.3333333333333333","3","0.2777777777777778","3","0.29166666666666663","5","5","0.7142857142857143","5","0.3333333333333333","5","0.2777777777777778","5","1.6665000166650003E-5","5","5","0.7142857142857143","5","0.3333333333333333","5","0.2777777777777778","5","0.2886751345948129","4","4","0.7142857142857143","4","0.3333333333333333","4","0.2777777777777778","4"
"0","Attributes","0.2222222222222222","2","2","0.5714285714285714","2","0.3076923076923077","2","0.23529411764705882","2","0.6538461538461539","2","2","0.5714285714285714","2","0.3076923076923077","2","0.23529411764705882","2","0.3076923076923077","2","2","0.5714285714285714","2","0.3076923076923077","2","0.23529411764705882","2","0.5547001962252291","2","2","0.5714285714285714","2","0.3076923076923077","2","0.23529411764705882","2"
"0","Class","0.08","4","4","0.7142857142857143","4","0.5","4","0.4166666666666667","4","0.5689655172413793","3","3","0.7142857142857143","3","0.5","3","0.4166666666666667","3","0.13793103448275862","3","3","0.7142857142857143","3","0.5","3","0.4166666666666667","3","0.3713906763541037","3","3","0.7142857142857143","3","0.5","3","0.4166666666666667","3"
"0","Package","0.020833333333333332","5","5","0.42857142857142855","5","0.3","5","0.21428571428571427","5","0.52","4","4","0.42857142857142855","4","0.3","4","0.21428571428571427","4","0.04","4","4","0.42857142857142855","4","0.3","4","0.21428571428571427","4","0.2","5","5","0.42857142857142855","5","0.3","5","0.21428571428571427","5"
"1","StrongReferences","1.0","1","1","0.7142857142857143","1","0.29411764705882354","1","0.25","1","1.0","1","1","0.7142857142857143","1","0.29411764705882354","1","0.25","1","1.0","1","1","0.7142857142857143","1","0.29411764705882354","1","0.25","1","1.0","1","1","0.7142857142857143","1","0.29411764705882354","1","0.25","1"
" ","EXAM-BC"," ","0.2","0.2"," ","0.2"," ","0.2"," ","0.2"," ","0.2","0.2"," ","0.2"," ","0.2"," ","0.2"," ","0.2","0.2"," ","0.2"," ","0.2"," ","0.2"," ","0.2","0.2"," ","0.2"," ","0.2"," ","0.2"
" ","EXAM-WC"," ","0.2","0.2"," ","0.2"," ","0.2"," ","0.2"," ","0.2","0.2"," ","0.2"," ","0.2"," ","0.2"," ","0.2","0.2"," ","0.2"," ","0.2"," ","0.2"," ","0.2","0.2"," ","0.2"," ","0.2"," ","0.2"
" ","EXAM-AVG"," ","0.2","0.2"," ","0.2"," ","0.2"," ","0.2"," ","0.2","0.2"," ","0.2"," ","0.2"," ","0.2"," ","0.2","0.2"," ","0.2"," ","0.2"," ","0.2"," ","0.2","0.2"," ","0.2"," ","0.2"," ","0.2"
"OCL4",""
"Buggy Rule","Rule","Mountford","Original Ranking","Inheritance Ranking","CC","CC Static Ranking","RC","RC Static Ranking","RCR","RCR Static Ranking","Kulcynski2","Original Ranking","Inheritance Ranking","CC","CC Static Ranking","RC","RC Static Ranking","RCR","RCR Static Ranking","Zoltar","Original Ranking","Inheritance Ranking","CC","CC Static Ranking","RC","RC Static Ranking","RCR","RCR Static Ranking","Ochiai","Original Ranking","Inheritance Ranking","CC","CC Static Ranking","RC","RC Static Ranking","RCR","RCR Static Ranking"
