"Case","Buggy Rule","Ncf","Nuf","Ncs","Nus","Nc","Nu","Ns","Nf","Mountford","Kulcynski2","Zoltar","Ochiai","CC","RC","RCR","Constraint","Rule","Mutant"
"17","0","12.0","0.0","88.0","0.0","100.0","0.0","88.0","12.0","0.022727272727272728","0.56","0.12","0.3464101615137754","0.2","0.3333333333333333","0.14285714285714285","12","Package","Mutant12"
"17","0","12.0","0.0","88.0","0.0","100.0","0.0","88.0","12.0","0.022727272727272728","0.56","0.12","0.3464101615137754","0.2","0.5","0.16666666666666666","12","NamedElement","Mutant12"
"17","0","12.0","0.0","1.0","87.0","13.0","87.0","88.0","12.0","2.0","0.9615384615384616","0.9230769230769231","0.9607689228305227","0.4","1.0","0.4","12","Property","Mutant12"
"17","0","7.0","5.0","1.0","87.0","8.0","92.0","88.0","12.0","0.2692307692307692","0.7291666666666667","9.7811","0.7144345083117604","0.35","0.7","0.2916666666666667","12","StrongReferences","Mutant12"
"18","0","10.0","0.0","0.0","90.0","10.0","90.0","90.0","10.0","1.0","1.0","1.0","1.0","0.42857142857142855","0.6","0.3333333333333333","13","WeakReferences","Mutant12"
"18","1","10.0","0.0","3.0","87.0","13.0","87.0","90.0","10.0","0.6666666666666666","0.8846153846153846","0.7692307692307693","0.8770580193070293","0.5714285714285714","0.6666666666666666","0.36363636363636365","13","References","Mutant12"
"18","1","4.0","6.0","2.0","88.0","6.0","94.0","90.0","10.0","0.14285714285714285","0.5333333333333333","1.3311","0.5163977794943222","0.2857142857142857","0.2857142857142857","0.16666666666666666","13","Attributes","Mutant12"
"18","0","10.0","0.0","19.0","71.0","29.0","71.0","90.0","10.0","0.10526315789473684","0.6724137931034483","0.3448275862068966","0.5872202195147035","0.42857142857142855","0.5","0.3","13","Class","Mutant12"
"18","0","10.0","0.0","90.0","0.0","100.0","0.0","90.0","10.0","0.022222222222222223","0.55","0.1","0.31622776601683794","0.2857142857142857","0.3333333333333333","0.18181818181818182","13","Package","Mutant12"
"18","0","10.0","0.0","90.0","0.0","100.0","0.0","90.0","10.0","0.022222222222222223","0.55","0.1","0.31622776601683794","0.42857142857142855","0.75","0.375","13","NamedElement","Mutant12"
"18","0","10.0","0.0","3.0","87.0","13.0","87.0","90.0","10.0","0.6666666666666666","0.8846153846153846","0.7692307692307693","0.8770580193070293","0.42857142857142855","0.75","0.3333333333333333","13","Property","Mutant12"
"18","0","5.0","5.0","3.0","87.0","8.0","92.0","90.0","10.0","0.14285714285714285","0.5625","1.6712","0.5590169943749475","0.2857142857142857","0.4","0.2","13","StrongReferences","Mutant12"
"19","0","5.0","3.0","5.0","87.0","10.0","90.0","92.0","8.0","0.14285714285714285","0.5625","1.6712","0.5590169943749475","0.2857142857142857","0.4","0.2","14","WeakReferences","Mutant12"
"19","1","8.0","0.0","5.0","87.0","13.0","87.0","92.0","8.0","0.4","0.8076923076923077","0.6153846153846154","0.7844645405527362","0.5714285714285714","0.6666666666666666","0.36363636363636365","14","References","Mutant12"
"19","1","5.0","3.0","1.0","91.0","6.0","94.0","92.0","8.0","0.38461538461538464","0.7291666666666667","8.3211","0.7216878364870323","0.2857142857142857","0.2857142857142857","0.16666666666666666","14","Attributes","Mutant12"
"19","0","8.0","0.0","21.0","71.0","29.0","71.0","92.0","8.0","0.09523809523809523","0.6379310344827587","0.27586206896551724","0.5252257314388902","0.42857142857142855","0.5","0.3","14","Class","Mutant12"
"19","0","8.0","0.0","92.0","0.0","100.0","0.0","92.0","8.0","0.021739130434782608","0.54","0.08","0.282842712474619","0.2857142857142857","0.3333333333333333","0.18181818181818182","14","Package","Mutant12"
"19","0","8.0","0.0","92.0","0.0","100.0","0.0","92.0","8.0","0.021739130434782608","0.54","0.08","0.282842712474619","0.42857142857142855","0.75","0.375","14","NamedElement","Mutant12"
"19","0","8.0","0.0","5.0","87.0","13.0","87.0","92.0","8.0","0.4","0.8076923076923077","0.6153846153846154","0.7844645405527362","0.42857142857142855","0.75","0.3333333333333333","14","Property","Mutant12"
"19","0","8.0","0.0","0.0","92.0","8.0","92.0","92.0","8.0","1.0","1.0","1.0","1.0","0.42857142857142855","0.6","0.3333333333333333","14","StrongReferences","Mutant12"
"20","0","10.0","3.0","0.0","87.0","10.0","90.0","87.0","13.0","0.6666666666666666","0.8846153846153846","0.7692307692307693","0.8770580193070293","0.25","0.7","0.21875","8","WeakReferences","Mutant12"
"20","1","13.0","0.0","0.0","87.0","13.0","87.0","87.0","13.0","1.0","1.0","1.0","1.0","0.32142857142857145","0.75","0.28125","8","References","Mutant12"
"20","1","6.0","7.0","0.0","87.0","6.0","94.0","87.0","13.0","0.2857142857142857","0.7307692307692308","0.46153846153846156","0.6793662204867574","0.35714285714285715","0.7142857142857143","0.3125","8","Attributes","Mutant12"
"20","0","13.0","0.0","16.0","71.0","29.0","71.0","87.0","13.0","0.125","0.7241379310344828","0.4482758620689655","0.6695340634119862","0.42857142857142855","1.0","0.42857142857142855","8","Class","Mutant12"
"20","0","13.0","0.0","87.0","0.0","100.0","0.0","87.0","13.0","0.022988505747126436","0.565","0.13","0.36055512754639896","0.14285714285714285","0.3333333333333333","0.1111111111111111","8","Package","Mutant12"
"20","0","13.0","0.0","87.0","0.0","100.0","0.0","87.0","13.0","0.022988505747126436","0.565","0.13","0.36055512754639896","0.2857142857142857","1.0","0.2857142857142857","8","NamedElement","Mutant12"
"20","0","13.0","0.0","0.0","87.0","13.0","87.0","87.0","13.0","1.0","1.0","1.0","1.0","0.2857142857142857","1.0","0.2857142857142857","8","Property","Mutant12"
"20","0","8.0","5.0","0.0","87.0","8.0","92.0","87.0","13.0","0.4","0.8076923076923077","0.6153846153846154","0.7844645405527362","0.25","0.7","0.21875","8","StrongReferences","Mutant12"
"21","0","2.0","1.0","8.0","89.0","10.0","90.0","97.0","3.0","0.11764705882352941","0.43333333333333335","5.0010","0.3651483716701107","0.38461538461538464","1.0","0.38461538461538464","9","WeakReferences","Mutant12"
"21","1","3.0","0.0","10.0","87.0","13.0","87.0","97.0","3.0","0.2","0.6153846153846154","0.23076923076923078","0.48038446141526137","0.38461538461538464","0.8333333333333334","0.3333333333333333","9","References","Mutant12"
"21","1","3.0","0.0","3.0","94.0","6.0","94.0","97.0","3.0","0.6666666666666666","0.75","0.5","0.7071067811865476","0.34615384615384615","0.6428571428571429","0.28125","9","Attributes","Mutant12"
"21","0","3.0","0.0","26.0","71.0","29.0","71.0","97.0","3.0","0.07692307692307693","0.5517241379310345","0.10344827586206896","0.3216337604513384","0.3076923076923077","0.6666666666666666","0.26666666666666666","9","Class","Mutant12"
"21","0","3.0","0.0","97.0","0.0","100.0","0.0","97.0","3.0","0.020618556701030927","0.515","0.03","0.1732050807568877","0.15384615384615385","0.3333333333333333","0.11764705882352941","9","Package","Mutant12"
"21","0","3.0","0.0","97.0","0.0","100.0","0.0","97.0","3.0","0.020618556701030927","0.515","0.03","0.1732050807568877","0.3076923076923077","1.0","0.3076923076923077","9","NamedElement","Mutant12"
"21","0","3.0","0.0","10.0","87.0","13.0","87.0","97.0","3.0","0.2","0.6153846153846154","0.23076923076923078","0.48038446141526137","0.3076923076923077","1.0","0.3076923076923077","9","Property","Mutant12"
"21","0","3.0","0.0","5.0","92.0","8.0","92.0","97.0","3.0","0.4","0.6875","0.375","0.6123724356957946","0.38461538461538464","1.0","0.35714285714285715","9","StrongReferences","Mutant12"
"22","0","3.0","26.0","0.0","71.0","3.0","97.0","71.0","29.0","0.07692307692307693","0.5517241379310345","0.10344827586206896","0.3216337604513384","0.38461538461538464","1.0","0.35714285714285715","10","WeakReferences","Mutant13"
"22","0","6.0","23.0","0.0","71.0","6.0","94.0","71.0","29.0","0.08695652173913043","0.603448275862069","0.20689655172413793","0.454858826147342","0.38461538461538464","0.8333333333333334","0.3333333333333333","10","References","Mutant13"
"22","1","13.0","16.0","0.0","71.0","13.0","87.0","71.0","29.0","0.125","0.7241379310344828","0.4482758620689655","0.6695340634119862","0.34615384615384615","0.9","0.32142857142857145","10","Attributes","Mutant13"
"22","1","29.0","0.0","0.0","71.0","29.0","71.0","71.0","29.0","1.0","1.0","1.0","1.0","0.38461538461538464","0.7142857142857143","0.3125","10","Class","Mutant13"
"22","0","29.0","0.0","71.0","0.0","100.0","0.0","71.0","29.0","0.028169014084507043","0.645","0.29","0.5385164807134504","0.15384615384615385","0.3333333333333333","0.11764705882352941","10","Package","Mutant13"
"22","0","29.0","0.0","71.0","0.0","100.0","0.0","71.0","29.0","0.028169014084507043","0.645","0.29","0.5385164807134504","0.3076923076923077","1.0","0.3076923076923077","10","NamedElement","Mutant13"
"22","0","13.0","16.0","0.0","71.0","13.0","87.0","71.0","29.0","0.125","0.7241379310344828","0.4482758620689655","0.6695340634119862","0.3076923076923077","1.0","0.3076923076923077","10","Property","Mutant13"
"22","0","4.0","25.0","0.0","71.0","4.0","96.0","71.0","29.0","0.08","0.5689655172413793","0.13793103448275862","0.3713906763541037","0.38461538461538464","1.0","0.38461538461538464","10","StrongReferences","Mutant13"
"23","0","3.0","26.0","0.0","71.0","3.0","97.0","71.0","29.0","0.07692307692307693","0.5517241379310345","0.10344827586206896","0.3216337604513384","0.25","0.7","0.21875","11","WeakReferences","Mutant13"
"23","0","6.0","23.0","0.0","71.0","6.0","94.0","71.0","29.0","0.08695652173913043","0.603448275862069","0.20689655172413793","0.454858826147342","0.32142857142857145","0.75","0.28125","11","References","Mutant13"
"23","1","13.0","16.0","0.0","71.0","13.0","87.0","71.0","29.0","0.125","0.7241379310344828","0.4482758620689655","0.6695340634119862","0.35714285714285715","1.0","0.35714285714285715","11","Attributes","Mutant13"
"23","1","29.0","0.0","0.0","71.0","29.0","71.0","71.0","29.0","1.0","1.0","1.0","1.0","0.4642857142857143","0.9285714285714286","0.43333333333333335","11","Class","Mutant13"
"23","0","29.0","0.0","71.0","0.0","100.0","0.0","71.0","29.0","0.028169014084507043","0.645","0.29","0.5385164807134504","0.14285714285714285","0.3333333333333333","0.1111111111111111","11","Package","Mutant13"
"23","0","29.0","0.0","71.0","0.0","100.0","0.0","71.0","29.0","0.028169014084507043","0.645","0.29","0.5385164807134504","0.2857142857142857","1.0","0.2857142857142857","11","NamedElement","Mutant13"
"23","0","13.0","16.0","0.0","71.0","13.0","87.0","71.0","29.0","0.125","0.7241379310344828","0.4482758620689655","0.6695340634119862","0.2857142857142857","1.0","0.2857142857142857","11","Property","Mutant13"
"23","0","4.0","25.0","0.0","71.0","4.0","96.0","71.0","29.0","0.08","0.5689655172413793","0.13793103448275862","0.3713906763541037","0.25","0.7","0.21875","11","StrongReferences","Mutant13"
"24","0","3.0","26.0","0.0","71.0","3.0","97.0","71.0","29.0","0.07692307692307693","0.5517241379310345","0.10344827586206896","0.3216337604513384","0.35","0.7","0.2916666666666667","12","WeakReferences","Mutant13"
"24","0","6.0","23.0","0.0","71.0","6.0","94.0","71.0","29.0","0.08695652173913043","0.603448275862069","0.20689655172413793","0.454858826147342","0.45","0.75","0.375","12","References","Mutant13"
"24","1","13.0","16.0","0.0","71.0","13.0","87.0","71.0","29.0","0.125","0.7241379310344828","0.4482758620689655","0.6695340634119862","0.5","1.0","0.5","12","Attributes","Mutant13"
"24","1","29.0","0.0","0.0","71.0","29.0","71.0","71.0","29.0","1.0","1.0","1.0","1.0","0.4","0.5714285714285714","0.3076923076923077","12","Class","Mutant13"
"24","0","29.0","0.0","71.0","0.0","100.0","0.0","71.0","29.0","0.028169014084507043","0.645","0.29","0.5385164807134504","0.2","0.3333333333333333","0.14285714285714285","12","Package","Mutant13"
"24","0","29.0","0.0","71.0","0.0","100.0","0.0","71.0","29.0","0.028169014084507043","0.645","0.29","0.5385164807134504","0.2","0.5","0.16666666666666666","12","NamedElement","Mutant13"
"24","0","13.0","16.0","0.0","71.0","13.0","87.0","71.0","29.0","0.125","0.7241379310344828","0.4482758620689655","0.6695340634119862","0.4","1.0","0.4","12","Property","Mutant13"
"24","0","4.0","25.0","0.0","71.0","4.0","96.0","71.0","29.0","0.08","0.5689655172413793","0.13793103448275862","0.3713906763541037","0.35","0.7","0.2916666666666667","12","StrongReferences","Mutant13"
"25","0","3.0","0.0","0.0","97.0","3.0","97.0","97.0","3.0","1.0","1.0","1.0","1.0","0.42857142857142855","0.6","0.3333333333333333","13","WeakReferences","Mutant13"
"25","0","3.0","0.0","3.0","94.0","6.0","94.0","97.0","3.0","0.6666666666666666","0.75","0.5","0.7071067811865476","0.5714285714285714","0.6666666666666666","0.36363636363636365","13","References","Mutant13"
"25","1","3.0","0.0","10.0","87.0","13.0","87.0","97.0","3.0","0.2","0.6153846153846154","0.23076923076923078","0.48038446141526137","0.2857142857142857","0.4","0.2","13","Attributes","Mutant13"
"25","1","3.0","0.0","26.0","71.0","29.0","71.0","97.0","3.0","0.07692307692307693","0.5517241379310345","0.10344827586206896","0.3216337604513384","0.42857142857142855","0.42857142857142855","0.2727272727272727","13","Class","Mutant13"
"25","0","3.0","0.0","97.0","0.0","100.0","0.0","97.0","3.0","0.020618556701030927","0.515","0.03","0.1732050807568877","0.2857142857142857","0.3333333333333333","0.18181818181818182","13","Package","Mutant13"
"25","0","3.0","0.0","97.0","0.0","100.0","0.0","97.0","3.0","0.020618556701030927","0.515","0.03","0.1732050807568877","0.42857142857142855","0.75","0.375","13","NamedElement","Mutant13"
"25","0","3.0","0.0","10.0","87.0","13.0","87.0","97.0","3.0","0.2","0.6153846153846154","0.23076923076923078","0.48038446141526137","0.42857142857142855","0.75","0.3333333333333333","13","Property","Mutant13"
"25","0","1.0","2.0","3.0","94.0","4.0","96.0","97.0","3.0","0.11764705882352941","0.29166666666666663","1.67","0.2886751345948129","0.2857142857142857","0.4","0.2","13","StrongReferences","Mutant13"
"26","0","1.0","3.0","2.0","94.0","3.0","97.0","96.0","4.0","0.11764705882352941","0.29166666666666663","1.67","0.2886751345948129","0.2857142857142857","0.4","0.2","14","WeakReferences","Mutant13"
"26","0","4.0","0.0","2.0","94.0","6.0","94.0","96.0","4.0","1.0","0.8333333333333333","0.6666666666666666","0.8164965809277261","0.5714285714285714","0.6666666666666666","0.36363636363636365","14","References","Mutant13"
"26","1","4.0","0.0","9.0","87.0","13.0","87.0","96.0","4.0","0.2222222222222222","0.6538461538461539","0.3076923076923077","0.5547001962252291","0.2857142857142857","0.4","0.2","14","Attributes","Mutant13"
"26","1","4.0","0.0","25.0","71.0","29.0","71.0","96.0","4.0","0.08","0.5689655172413793","0.13793103448275862","0.3713906763541037","0.42857142857142855","0.42857142857142855","0.2727272727272727","14","Class","Mutant13"
"26","0","4.0","0.0","96.0","0.0","100.0","0.0","96.0","4.0","0.020833333333333332","0.52","0.04","0.2","0.2857142857142857","0.3333333333333333","0.18181818181818182","14","Package","Mutant13"
"26","0","4.0","0.0","96.0","0.0","100.0","0.0","96.0","4.0","0.020833333333333332","0.52","0.04","0.2","0.42857142857142855","0.75","0.375","14","NamedElement","Mutant13"
"26","0","4.0","0.0","9.0","87.0","13.0","87.0","96.0","4.0","0.2222222222222222","0.6538461538461539","0.3076923076923077","0.5547001962252291","0.42857142857142855","0.75","0.3333333333333333","14","Property","Mutant13"
"26","0","4.0","0.0","0.0","96.0","4.0","96.0","96.0","4.0","1.0","1.0","1.0","1.0","0.42857142857142855","0.6","0.3333333333333333","14","StrongReferences","Mutant13"
"27","0","3.0","26.0","0.0","71.0","3.0","97.0","71.0","29.0","0.07692307692307693","0.5517241379310345","0.10344827586206896","0.3216337604513384","0.18181818181818182","0.4","0.14285714285714285","2","WeakReferences","Mutant13"
"27","0","6.0","23.0","0.0","71.0","6.0","94.0","71.0","29.0","0.08695652173913043","0.603448275862069","0.20689655172413793","0.454858826147342","0.18181818181818182","0.3333333333333333","0.13333333333333333","2","References","Mutant13"
"27","1","13.0","16.0","0.0","71.0","13.0","87.0","71.0","29.0","0.125","0.7241379310344828","0.4482758620689655","0.6695340634119862","0.18181818181818182","0.4","0.14285714285714285","2","Attributes","Mutant13"
"27","1","29.0","0.0","0.0","71.0","29.0","71.0","71.0","29.0","1.0","1.0","1.0","1.0","0.45454545454545453","0.7142857142857143","0.38461538461538464","2","Class","Mutant13"
"27","0","29.0","0.0","71.0","0.0","100.0","0.0","71.0","29.0","0.028169014084507043","0.645","0.29","0.5385164807134504","0.45454545454545453","0.8333333333333334","0.4166666666666667","2","Package","Mutant13"
"27","0","29.0","0.0","71.0","0.0","100.0","0.0","71.0","29.0","0.028169014084507043","0.645","0.29","0.5385164807134504","0.36363636363636365","1.0","0.36363636363636365","2","NamedElement","Mutant13"
"27","0","13.0","16.0","0.0","71.0","13.0","87.0","71.0","29.0","0.125","0.7241379310344828","0.4482758620689655","0.6695340634119862","0.18181818181818182","0.5","0.15384615384615385","2","Property","Mutant13"
"27","0","4.0","25.0","0.0","71.0","4.0","96.0","71.0","29.0","0.08","0.5689655172413793","0.13793103448275862","0.3713906763541037","0.18181818181818182","0.4","0.14285714285714285","2","StrongReferences","Mutant13"
"28","0","3.0","26.0","0.0","71.0","3.0","97.0","71.0","29.0","0.07692307692307693","0.5517241379310345","0.10344827586206896","0.3216337604513384","0.3333333333333333","0.8","0.2857142857142857","3","WeakReferences","Mutant13"
"28","0","6.0","23.0","0.0","71.0","6.0","94.0","71.0","29.0","0.08695652173913043","0.603448275862069","0.20689655172413793","0.454858826147342","0.3333333333333333","0.6666666666666666","0.26666666666666666","3","References","Mutant13"
"28","1","13.0","16.0","0.0","71.0","13.0","87.0","71.0","29.0","0.125","0.7241379310344828","0.4482758620689655","0.6695340634119862","0.2916666666666667","0.7","0.25","3","Attributes","Mutant13"
"28","1","29.0","0.0","0.0","71.0","29.0","71.0","71.0","29.0","1.0","1.0","1.0","1.0","0.5833333333333334","1.0","0.5384615384615384","3","Class","Mutant13"
"28","0","29.0","0.0","71.0","0.0","100.0","0.0","71.0","29.0","0.028169014084507043","0.645","0.29","0.5385164807134504","0.16666666666666666","0.3333333333333333","0.125","3","Package","Mutant13"
"28","0","29.0","0.0","71.0","0.0","100.0","0.0","71.0","29.0","0.028169014084507043","0.645","0.29","0.5385164807134504","0.3333333333333333","1.0","0.3333333333333333","3","NamedElement","Mutant13"
"28","0","13.0","16.0","0.0","71.0","13.0","87.0","71.0","29.0","0.125","0.7241379310344828","0.4482758620689655","0.6695340634119862","0.3333333333333333","1.0","0.3333333333333333","3","Property","Mutant13"
"28","0","4.0","25.0","0.0","71.0","4.0","96.0","71.0","29.0","0.08","0.5689655172413793","0.13793103448275862","0.3713906763541037","0.3333333333333333","0.8","0.2857142857142857","3","StrongReferences","Mutant13"
"29","0","3.0","26.0","0.0","71.0","3.0","97.0","71.0","29.0","0.07692307692307693","0.5517241379310345","0.10344827586206896","0.3216337604513384","0.25","0.7","0.21875","8","WeakReferences","Mutant13"
"29","0","6.0","23.0","0.0","71.0","6.0","94.0","71.0","29.0","0.08695652173913043","0.603448275862069","0.20689655172413793","0.454858826147342","0.32142857142857145","0.75","0.28125","8","References","Mutant13"
"29","1","13.0","16.0","0.0","71.0","13.0","87.0","71.0","29.0","0.125","0.7241379310344828","0.4482758620689655","0.6695340634119862","0.35714285714285715","1.0","0.35714285714285715","8","Attributes","Mutant13"
"29","1","29.0","0.0","0.0","71.0","29.0","71.0","71.0","29.0","1.0","1.0","1.0","1.0","0.4642857142857143","0.9285714285714286","0.43333333333333335","8","Class","Mutant13"
"29","0","29.0","0.0","71.0","0.0","100.0","0.0","71.0","29.0","0.028169014084507043","0.645","0.29","0.5385164807134504","0.14285714285714285","0.3333333333333333","0.1111111111111111","8","Package","Mutant13"
"29","0","29.0","0.0","71.0","0.0","100.0","0.0","71.0","29.0","0.028169014084507043","0.645","0.29","0.5385164807134504","0.2857142857142857","1.0","0.2857142857142857","8","NamedElement","Mutant13"
"29","0","13.0","16.0","0.0","71.0","13.0","87.0","71.0","29.0","0.125","0.7241379310344828","0.4482758620689655","0.6695340634119862","0.2857142857142857","1.0","0.2857142857142857","8","Property","Mutant13"
"29","0","4.0","25.0","0.0","71.0","4.0","96.0","71.0","29.0","0.08","0.5689655172413793","0.13793103448275862","0.3713906763541037","0.25","0.7","0.21875","8","StrongReferences","Mutant13"
"30","0","3.0","26.0","0.0","71.0","3.0","97.0","71.0","29.0","0.07692307692307693","0.5517241379310345","0.10344827586206896","0.3216337604513384","0.38461538461538464","1.0","0.38461538461538464","9","WeakReferences","Mutant13"
"30","0","6.0","23.0","0.0","71.0","6.0","94.0","71.0","29.0","0.08695652173913043","0.603448275862069","0.20689655172413793","0.454858826147342","0.38461538461538464","0.8333333333333334","0.3333333333333333","9","References","Mutant13"
"30","1","13.0","16.0","0.0","71.0","13.0","87.0","71.0","29.0","0.125","0.7241379310344828","0.4482758620689655","0.6695340634119862","0.34615384615384615","0.9","0.32142857142857145","9","Attributes","Mutant13"
"30","1","29.0","0.0","0.0","71.0","29.0","71.0","71.0","29.0","1.0","1.0","1.0","1.0","0.38461538461538464","0.7142857142857143","0.3125","9","Class","Mutant13"
"30","0","29.0","0.0","71.0","0.0","100.0","0.0","71.0","29.0","0.028169014084507043","0.645","0.29","0.5385164807134504","0.15384615384615385","0.3333333333333333","0.11764705882352941","9","Package","Mutant13"
"30","0","29.0","0.0","71.0","0.0","100.0","0.0","71.0","29.0","0.028169014084507043","0.645","0.29","0.5385164807134504","0.3076923076923077","1.0","0.3076923076923077","9","NamedElement","Mutant13"
"30","0","13.0","16.0","0.0","71.0","13.0","87.0","71.0","29.0","0.125","0.7241379310344828","0.4482758620689655","0.6695340634119862","0.3076923076923077","1.0","0.3076923076923077","9","Property","Mutant13"
"30","0","4.0","25.0","0.0","71.0","4.0","96.0","71.0","29.0","0.08","0.5689655172413793","0.13793103448275862","0.3713906763541037","0.38461538461538464","1.0","0.35714285714285715","9","StrongReferences","Mutant13"
"31","1","3.0","10.0","0.0","87.0","3.0","97.0","87.0","13.0","0.2","0.6153846153846154","0.23076923076923078","0.48038446141526137","0.35","0.5833333333333334","0.2692307692307692","12","WeakReferences","Mutant14"
"31","0","6.0","7.0","0.0","87.0","6.0","94.0","87.0","13.0","0.2857142857142857","0.7307692307692308","0.46153846153846156","0.6793662204867574","0.45","0.75","0.375","12","References","Mutant14"
"31","1","13.0","0.0","0.0","87.0","13.0","87.0","87.0","13.0","1.0","1.0","1.0","1.0","0.7","1.0","0.7","12","Attributes","Mutant14"
"31","0","13.0","0.0","16.0","71.0","29.0","71.0","87.0","13.0","0.125","0.7241379310344828","0.4482758620689655","0.6695340634119862","0.4","0.6666666666666666","0.3333333333333333","12","Class","Mutant14"
"31","0","13.0","0.0","87.0","0.0","100.0","0.0","87.0","13.0","0.022988505747126436","0.565","0.13","0.36055512754639896","0.2","0.3333333333333333","0.14285714285714285","12","Package","Mutant14"
"31","0","13.0","0.0","87.0","0.0","100.0","0.0","87.0","13.0","0.022988505747126436","0.565","0.13","0.36055512754639896","0.2","0.5","0.16666666666666666","12","NamedElement","Mutant14"
"31","0","13.0","0.0","0.0","87.0","13.0","87.0","87.0","13.0","1.0","1.0","1.0","1.0","0.4","1.0","0.4","12","Property","Mutant14"
"31","0","4.0","9.0","0.0","87.0","4.0","96.0","87.0","13.0","0.2222222222222222","0.6538461538461539","0.3076923076923077","0.5547001962252291","0.35","0.7","0.2916666666666667","12","StrongReferences","Mutant14"
"32","1","3.0","0.0","0.0","97.0","3.0","97.0","97.0","3.0","1.0","1.0","1.0","1.0","0.4166666666666667","0.8333333333333334","0.3333333333333333","3","WeakReferences","Mutant14"
"32","0","3.0","0.0","3.0","94.0","6.0","94.0","97.0","3.0","0.6666666666666666","0.75","0.5","0.7071067811865476","0.3333333333333333","0.6666666666666666","0.26666666666666666","3","References","Mutant14"
"32","1","3.0","0.0","10.0","87.0","13.0","87.0","97.0","3.0","0.2","0.6153846153846154","0.23076923076923078","0.48038446141526137","0.2916666666666667","0.5","0.21875","3","Attributes","Mutant14"
"32","0","3.0","0.0","26.0","71.0","29.0","71.0","97.0","3.0","0.07692307692307693","0.5517241379310345","0.10344827586206896","0.3216337604513384","0.5","1.0","0.5","3","Class","Mutant14"
"32","0","3.0","0.0","97.0","0.0","100.0","0.0","97.0","3.0","0.020618556701030927","0.515","0.03","0.1732050807568877","0.16666666666666666","0.3333333333333333","0.125","3","Package","Mutant14"
"32","0","3.0","0.0","97.0","0.0","100.0","0.0","97.0","3.0","0.020618556701030927","0.515","0.03","0.1732050807568877","0.3333333333333333","1.0","0.3333333333333333","3","NamedElement","Mutant14"
"32","0","3.0","0.0","10.0","87.0","13.0","87.0","97.0","3.0","0.2","0.6153846153846154","0.23076923076923078","0.48038446141526137","0.3333333333333333","1.0","0.3333333333333333","3","Property","Mutant14"
"32","0","1.0","2.0","3.0","94.0","4.0","96.0","97.0","3.0","0.11764705882352941","0.29166666666666663","1.67","0.2886751345948129","0.3333333333333333","0.8","0.2857142857142857","3","StrongReferences","Mutant14"
"33","1","3.0","0.0","0.0","97.0","3.0","97.0","97.0","3.0","1.0","1.0","1.0","1.0","0.46153846153846156","1.0","0.46153846153846156","9","WeakReferences","Mutant14"
"33","0","3.0","0.0","3.0","94.0","6.0","94.0","97.0","3.0","0.6666666666666666","0.75","0.5","0.7071067811865476","0.38461538461538464","0.8333333333333334","0.3333333333333333","9","References","Mutant14"
"33","1","3.0","0.0","10.0","87.0","13.0","87.0","97.0","3.0","0.2","0.6153846153846154","0.23076923076923078","0.48038446141526137","0.34615384615384615","0.6428571428571429","0.28125","9","Attributes","Mutant14"
"33","0","3.0","0.0","26.0","71.0","29.0","71.0","97.0","3.0","0.07692307692307693","0.5517241379310345","0.10344827586206896","0.3216337604513384","0.3076923076923077","0.6666666666666666","0.26666666666666666","9","Class","Mutant14"
"33","0","3.0","0.0","97.0","0.0","100.0","0.0","97.0","3.0","0.020618556701030927","0.515","0.03","0.1732050807568877","0.15384615384615385","0.3333333333333333","0.11764705882352941","9","Package","Mutant14"
"33","0","3.0","0.0","97.0","0.0","100.0","0.0","97.0","3.0","0.020618556701030927","0.515","0.03","0.1732050807568877","0.3076923076923077","1.0","0.3076923076923077","9","NamedElement","Mutant14"
"33","0","3.0","0.0","10.0","87.0","13.0","87.0","97.0","3.0","0.2","0.6153846153846154","0.23076923076923078","0.48038446141526137","0.3076923076923077","1.0","0.3076923076923077","9","Property","Mutant14"
"33","0","1.0","2.0","3.0","94.0","4.0","96.0","97.0","3.0","0.11764705882352941","0.29166666666666663","1.67","0.2886751345948129","0.38461538461538464","1.0","0.35714285714285715","9","StrongReferences","Mutant14"
"34","0","3.0","26.0","0.0","71.0","3.0","97.0","71.0","29.0","0.07692307692307693","0.5517241379310345","0.10344827586206896","0.3216337604513384","0.38461538461538464","1.0","0.35714285714285715","10","WeakReferences","Mutant15"
"34","0","6.0","23.0","0.0","71.0","6.0","94.0","71.0","29.0","0.08695652173913043","0.603448275862069","0.20689655172413793","0.454858826147342","0.38461538461538464","0.8333333333333334","0.3333333333333333","10","References","Mutant15"
"34","1","13.0","16.0","0.0","71.0","13.0","87.0","71.0","29.0","0.125","0.7241379310344828","0.4482758620689655","0.6695340634119862","0.34615384615384615","0.6428571428571429","0.28125","10","Attributes","Mutant15"
"34","0","29.0","0.0","0.0","71.0","29.0","71.0","71.0","29.0","1.0","1.0","1.0","1.0","0.3076923076923077","0.6666666666666666","0.26666666666666666","10","Class","Mutant15"
"34","1","29.0","0.0","71.0","0.0","100.0","0.0","71.0","29.0","0.028169014084507043","0.645","0.29","0.5385164807134504","0.1794871794871795","0.2916666666666667","0.12280701754385966","10","Package","Mutant15"
"34","0","29.0","0.0","71.0","0.0","100.0","0.0","71.0","29.0","0.028169014084507043","0.645","0.29","0.5385164807134504","0.3076923076923077","1.0","0.3076923076923077","10","NamedElement","Mutant15"
