"OCL10","SrcPackage.allInstances()->forAll(p | TrgERModel.allInstances()->exists(e | p.name = e.name and p.ownedElements->forAll(class | e.entities->exists(entity | entity.name = class.name and class.ownedProperty->forAll(prop | (not prop.complexType.oclIsUndefined() and prop.isContainment) implies entity.features-> select(f|f.oclIsTypeOf(TrgStrongReference)) -> exists(f | f.name = prop.name))))))"
"Buggy Rule","Rule","Mountford","Original Ranking","Inheritance Ranking","CC","CC Static Ranking","RC","RC Static Ranking","RCR","RCR Static Ranking","Kulcynski2","Original Ranking","Inheritance Ranking","CC","CC Static Ranking","RC","RC Static Ranking","RCR","RCR Static Ranking","Zoltar","Original Ranking","Inheritance Ranking","CC","CC Static Ranking","RC","RC Static Ranking","RCR","RCR Static Ranking","Ochiai","Original Ranking","Inheritance Ranking","CC","CC Static Ranking","RC","RC Static Ranking","RCR","RCR Static Ranking"
"0","WeakReferences","0.07692307692307693","6","5","0.8461538461538461","6","0.7333333333333333","6","0.5789473684210527","6","0.5517241379310345","8","7","0.8461538461538461","8","0.7333333333333333","8","0.5789473684210527","8","0.10344827586206896","8","7","0.8461538461538461","8","0.7333333333333333","8","0.5789473684210527","8","0.3216337604513384","8","7","0.8461538461538461","8","0.7333333333333333","8","0.5789473684210527","8"
"0","References","0.08695652173913043","4","3","0.7692307692307693","4","0.8333333333333334","4","0.5882352941176471","4","0.603448275862069","6","5","0.7692307692307693","6","0.8333333333333334","6","0.5882352941176471","6","0.20689655172413793","6","5","0.7692307692307693","6","0.8333333333333334","6","0.5882352941176471","6","0.454858826147342","6","5","0.7692307692307693","6","0.8333333333333334","6","0.5882352941176471","6"
"1","Attributes","0.125","2","2","0.6923076923076923","2","0.6923076923076923","3","0.5","3","0.7241379310344828","2","2","0.6923076923076923","2","0.6923076923076923","3","0.5","3","0.4482758620689655","2","2","0.6923076923076923","2","0.6923076923076923","3","0.5","3","0.6695340634119862","2","2","0.6923076923076923","2","0.6923076923076923","3","0.5","3"
"0","Class","1.0","1","1","0.46153846153846156","1","0.6","1","0.35294117647058826","1","1.0","1","1","0.46153846153846156","1","0.6","1","0.35294117647058826","1","1.0","1","1","0.46153846153846156","1","0.6","1","0.35294117647058826","1","1.0","1","1","0.46153846153846156","1","0.6","1","0.35294117647058826","1"
"1","Package","0.028169014084507043","7","6","0.3076923076923077","7","0.4","8","0.21052631578947367","8","0.645","4","3","0.3076923076923077","4","0.4","5","0.21052631578947367","5","0.29","4","3","0.3076923076923077","4","0.4","5","0.21052631578947367","5","0.5385164807134504","4","3","0.3076923076923077","4","0.4","5","0.21052631578947367","5"
"0","NamedElement","0.028169014084507043","7","6","0.3076923076923077","7","1.0","7","0.3076923076923077","7","0.645","4","3","0.3076923076923077","4","1.0","4","0.3076923076923077","4","0.29","4","3","0.3076923076923077","4","1.0","4","0.3076923076923077","4","0.5385164807134504","4","3","0.3076923076923077","4","1.0","4","0.3076923076923077","4"
"0","Property","0.125","2","2","0.6153846153846154","3","1.0","2","0.5714285714285714","2","0.7241379310344828","2","2","0.6153846153846154","3","1.0","2","0.5714285714285714","2","0.4482758620689655","2","2","0.6153846153846154","3","1.0","2","0.5714285714285714","2","0.6695340634119862","2","2","0.6153846153846154","3","1.0","2","0.5714285714285714","2"
"0","StrongReferences","0.08","5","4","0.8461538461538461","5","0.7333333333333333","5","0.6470588235294118","5","0.5689655172413793","7","6","0.8461538461538461","7","0.7333333333333333","7","0.6470588235294118","7","0.13793103448275862","7","6","0.8461538461538461","7","0.7333333333333333","7","0.6470588235294118","7","0.3713906763541037","7","6","0.8461538461538461","7","0.7333333333333333","7","0.6470588235294118","7"
" ","EXAM-BC"," ","0.25","0.25"," ","0.25"," ","0.375"," ","0.375"," ","0.25","0.25"," ","0.25"," ","0.375"," ","0.375"," ","0.25","0.25"," ","0.25"," ","0.375"," ","0.375"," ","0.25","0.25"," ","0.25"," ","0.375"," ","0.375"
" ","EXAM-WC"," ","0.375","0.375"," ","0.25"," ","0.375"," ","0.375"," ","0.375","0.375"," ","0.25"," ","0.375"," ","0.375"," ","0.375","0.375"," ","0.25"," ","0.375"," ","0.375"," ","0.375","0.375"," ","0.25"," ","0.375"," ","0.375"
